CustomMotor; HingeJointMotor; Time
CustomMotor; HingeJointMotor; Time
7,394137;7,394137;92,99973
7,394136;7,394136;93,19972
7,394136;7,394136;93,19972
7,394136;7,394136;93,39972
7,394136;7,394136;93,39972
7,394137;7,394137;93,59972
7,394137;7,394137;93,59972
7,394136;7,394136;93,79971
7,394136;7,394136;93,79971
7,394136;7,394136;93,99971
7,394136;7,394136;93,99971
7,394137;7,394137;94,19971
7,394137;7,394137;94,19971
7,394138;7,394138;94,3997
7,394138;7,394138;94,3997
7,394136;7,394136;94,5997
7,394136;7,394136;94,5997
7,394137;7,394137;94,7997
7,394137;7,394137;94,7997
7,394137;7,394137;94,99969
7,394137;7,394137;94,99969
7,394137;7,394137;95,19969
7,394137;7,394137;95,19969
7,394137;7,394137;95,39969
7,394137;7,394137;95,39969
7,394136;7,394136;95,59969
7,394136;7,394136;95,59969
7,394137;7,394137;95,79968
7,394137;7,394137;95,79968
7,394137;7,394137;95,99968
7,394137;7,394137;95,99968
7,394137;7,394137;96,19968
7,394137;7,394137;96,19968
7,394137;7,394137;96,39967
7,394137;7,394137;96,39967
7,394137;7,394137;96,59967
7,394137;7,394137;96,59967
7,394137;7,394137;96,79967
7,394137;7,394137;96,79967
7,394136;7,394136;96,99966
7,394136;7,394136;96,99966
7,394137;7,394137;97,19966
7,394137;7,394137;97,19966
7,394136;7,394136;97,39966
7,394136;7,394136;97,39966
7,394137;7,394137;97,59966
7,394137;7,394137;97,59966
7,394137;7,394137;97,79965
7,394137;7,394137;97,79965
7,394136;7,394136;97,99965
7,394136;7,394136;97,99965
7,394137;7,394137;98,19965
7,394137;7,394137;98,19965
7,394136;7,394136;98,39964
7,394136;7,394136;98,39964
7,394137;7,394137;98,59964
7,394137;7,394137;98,59964
7,394136;7,394136;98,79964
7,394136;7,394136;98,79964
7,394137;7,394137;98,99963
7,394137;7,394137;98,99963
7,394137;7,394137;99,19963
7,394137;7,394137;99,19963
7,394137;7,394137;99,39963
7,394137;7,394137;99,39963
7,394136;7,394136;99,59962
7,394136;7,394136;99,59962
7,394137;7,394137;99,79962
7,394137;7,394137;99,79962
7,394136;7,394136;99,99962
7,394136;7,394136;99,99962
7,394136;7,394136;100,1996
7,394136;7,394136;100,1996
7,394136;7,394136;100,3996
7,394136;7,394136;100,3996
7,394137;7,394137;100,5996
7,394137;7,394137;100,5996
7,394137;7,394137;100,7996
7,394137;7,394137;100,7996
7,394137;7,394137;100,9996
7,394137;7,394137;100,9996
7,394137;7,394137;101,1996
7,394137;7,394137;101,1996
7,394137;7,394137;101,3996
7,394137;7,394137;101,3996
7,394136;7,394136;101,5996
7,394136;7,394136;101,5996
7,394137;7,394137;101,7996
7,394137;7,394137;101,7996
7,394136;7,394136;101,9996
7,394136;7,394136;101,9996
7,394137;7,394137;102,1996
7,394137;7,394137;102,1996
7,394137;7,394137;102,3996
7,394137;7,394137;102,3996
7,394136;7,394136;102,5996
7,394136;7,394136;102,5996
7,394137;7,394137;102,7996
7,394137;7,394137;102,7996
7,394137;7,394137;102,9996
7,394137;7,394137;102,9996
7,394137;7,394137;103,1996
7,394137;7,394137;103,1996
7,394136;7,394136;103,3996
7,394136;7,394136;103,3996
7,394137;7,394137;103,5996
7,394137;7,394137;103,5996
7,394136;7,394136;103,7996
7,394136;7,394136;103,7996
7,394137;7,394137;103,9996
7,394137;7,394137;103,9996
7,394136;7,394136;104,1996
7,394136;7,394136;104,1996
7,394137;7,394137;104,3996
7,394137;7,394137;104,3996
7,394137;7,394137;104,5995
7,394137;7,394137;104,5995
7,394137;7,394137;104,7995
7,394137;7,394137;104,7995
7,394136;7,394136;104,9995
7,394136;7,394136;104,9995
7,394136;7,394136;105,1995
7,394136;7,394136;105,1995
7,394136;7,394136;105,3995
7,394136;7,394136;105,3995
7,394136;7,394136;105,5995
7,394136;7,394136;105,5995
7,394137;7,394137;105,7995
7,394137;7,394137;105,7995
7,394136;7,394136;105,9995
7,394136;7,394136;105,9995
7,394136;7,394136;106,1995
7,394136;7,394136;106,1995
7,394137;7,394137;106,3995
7,394137;7,394137;106,3995
7,394136;7,394136;106,5995
7,394136;7,394136;106,5995
7,394136;7,394136;106,7995
7,394136;7,394136;106,7995
7,394136;7,394136;106,9995
7,394136;7,394136;106,9995
7,394137;7,394137;107,1995
7,394137;7,394137;107,1995
7,394136;7,394136;107,3995
7,394136;7,394136;107,3995
7,394136;7,394136;107,5995
7,394136;7,394136;107,5995
7,394137;7,394137;107,7995
7,394137;7,394137;107,7995
7,394137;7,394137;107,9995
7,394137;7,394137;107,9995
7,394137;7,394137;108,1995
7,394137;7,394137;108,1995
7,394137;7,394137;108,3995
7,394137;7,394137;108,3995
7,394136;7,394136;108,5995
7,394136;7,394136;108,5995
7,394137;7,394137;108,7995
7,394137;7,394137;108,7995
7,394137;7,394137;108,9995
7,394137;7,394137;108,9995
7,394137;7,394137;109,1995
7,394137;7,394137;109,1995
7,394136;7,394136;109,3995
7,394136;7,394136;109,3995
7,394137;7,394137;109,5995
7,394137;7,394137;109,5995
7,394136;7,394136;109,7995
7,394136;7,394136;109,7995
7,394137;7,394137;109,9995
7,394137;7,394137;109,9995
7,394136;7,394136;110,1995
7,394136;7,394136;110,1995
7,394137;7,394137;110,3995
7,394137;7,394137;110,3995
7,394137;7,394137;110,5995
7,394137;7,394137;110,5995
7,394136;7,394136;110,7995
7,394136;7,394136;110,7995
7,394137;7,394137;110,9995
7,394137;7,394137;110,9995
7,394137;7,394137;111,1994
7,394137;7,394137;111,1994
7,394137;7,394137;111,3994
7,394137;7,394137;111,3994
7,394137;7,394137;111,5994
7,394137;7,394137;111,5994
7,394136;7,394136;111,7994
7,394136;7,394136;111,7994
7,394137;7,394137;111,9994
7,394137;7,394137;111,9994
7,394136;7,394136;112,1994
7,394136;7,394136;112,1994
7,394137;7,394137;112,3994
7,394137;7,394137;112,3994
7,394136;7,394136;112,5994
7,394136;7,394136;112,5994
7,394138;7,394138;112,7994
7,394138;7,394138;112,7994
7,394137;7,394137;112,9994
7,394137;7,394137;112,9994
7,394137;7,394137;113,1994
7,394137;7,394137;113,1994
7,394136;7,394136;113,3994
7,394136;7,394136;113,3994
7,394137;7,394137;113,5994
7,394137;7,394137;113,5994
7,394137;7,394137;113,7994
7,394137;7,394137;113,7994
7,394137;7,394137;113,9994
7,394137;7,394137;113,9994
7,394136;7,394136;114,1994
7,394136;7,394136;114,1994
7,394136;7,394136;114,3994
7,394136;7,394136;114,3994
7,394138;7,394138;114,5994
7,394138;7,394138;114,5994
7,394137;7,394137;114,7994
7,394137;7,394137;114,7994
7,394137;7,394137;114,9994
7,394137;7,394137;114,9994
7,394136;7,394136;115,1994
7,394136;7,394136;115,1994
7,394136;7,394136;115,3994
7,394136;7,394136;115,3994
7,394137;7,394137;115,5994
7,394137;7,394137;115,5994
7,394137;7,394137;115,7994
7,394137;7,394137;115,7994
7,394136;7,394136;115,9994
7,394136;7,394136;115,9994
7,394136;7,394136;116,1994
7,394136;7,394136;116,1994
7,394137;7,394137;116,3994
7,394137;7,394137;116,3994
7,394137;7,394137;116,5994
7,394137;7,394137;116,5994
7,394137;7,394137;116,7994
7,394137;7,394137;116,7994
7,394137;7,394137;116,9994
7,394137;7,394137;116,9994
7,394137;7,394137;117,1994
7,394137;7,394137;117,1994
7,394136;7,394136;117,3994
7,394136;7,394136;117,3994
7,394137;7,394137;117,5993
7,394137;7,394137;117,5993
7,394136;7,394136;117,7993
7,394136;7,394136;117,7993
7,394136;7,394136;117,9993
7,394136;7,394136;117,9993
7,394136;7,394136;118,1993
7,394136;7,394136;118,1993
7,394137;7,394137;118,3993
7,394137;7,394137;118,3993
7,394137;7,394137;118,5993
7,394137;7,394137;118,5993
7,394137;7,394137;118,7993
7,394137;7,394137;118,7993
7,394137;7,394137;118,9993
7,394137;7,394137;118,9993
7,394136;7,394136;119,1993
7,394136;7,394136;119,1993
7,394137;7,394137;119,3993
7,394137;7,394137;119,3993
7,394137;7,394137;119,5993
7,394137;7,394137;119,5993
7,394136;7,394136;119,7993
7,394136;7,394136;119,7993
7,394136;7,394136;119,9993
7,394136;7,394136;119,9993
7,394137;7,394137;120,1993
7,394137;7,394137;120,1993
7,394136;7,394136;120,3993
7,394136;7,394136;120,3993
7,394137;7,394137;120,5993
7,394137;7,394137;120,5993
7,394136;7,394136;120,7993
7,394136;7,394136;120,7993
7,394136;7,394136;120,9993
7,394136;7,394136;120,9993
7,394136;7,394136;121,1993
7,394136;7,394136;121,1993
7,394136;7,394136;121,3993
7,394136;7,394136;121,3993
7,394137;7,394137;121,5993
7,394137;7,394137;121,5993
7,394137;7,394137;121,7993
7,394137;7,394137;121,7993
7,394136;7,394136;121,9993
7,394136;7,394136;121,9993
7,394136;7,394136;122,1993
7,394136;7,394136;122,1993
7,394137;7,394137;122,3993
7,394137;7,394137;122,3993
7,394137;7,394137;122,5993
7,394137;7,394137;122,5993
7,394137;7,394137;122,7993
7,394137;7,394137;122,7993
7,394136;7,394136;122,9993
7,394136;7,394136;122,9993
7,394136;7,394136;123,1993
7,394136;7,394136;123,1993
7,394137;7,394137;123,3993
7,394137;7,394137;123,3993
7,394136;7,394136;123,5993
7,394136;7,394136;123,5993
7,394136;7,394136;123,7993
7,394136;7,394136;123,7993
7,394138;7,394138;123,9993
7,394138;7,394138;123,9993
7,394136;7,394136;124,1992
7,394136;7,394136;124,1992
7,394137;7,394137;124,3992
7,394137;7,394137;124,3992
7,394136;7,394136;124,5992
7,394136;7,394136;124,5992
7,394136;7,394136;124,7992
7,394136;7,394136;124,7992
7,394137;7,394137;124,9992
7,394137;7,394137;124,9992
7,394137;7,394137;125,1992
7,394137;7,394137;125,1992
7,394137;7,394137;125,3992
7,394137;7,394137;125,3992
7,394136;7,394136;125,5992
7,394136;7,394136;125,5992
7,394137;7,394137;125,7992
7,394137;7,394137;125,7992
7,394136;7,394136;125,9992
7,394136;7,394136;125,9992
7,394136;7,394136;126,1992
7,394136;7,394136;126,1992
7,394136;7,394136;126,3992
7,394136;7,394136;126,3992
7,394137;7,394137;126,5992
7,394137;7,394137;126,5992
7,394136;7,394136;126,7992
7,394136;7,394136;126,7992
7,394137;7,394137;126,9992
7,394137;7,394137;126,9992
7,394137;7,394137;127,1992
7,394137;7,394137;127,1992
7,394137;7,394137;127,3992
7,394137;7,394137;127,3992
7,394137;7,394137;127,5992
7,394137;7,394137;127,5992
7,394137;7,394137;127,7992
7,394137;7,394137;127,7992
7,394136;7,394136;127,9992
7,394136;7,394136;127,9992
7,394137;7,394137;128,1992
7,394137;7,394137;128,1992
7,394136;7,394136;128,3992
7,394136;7,394136;128,3992
7,394137;7,394137;128,5992
7,394137;7,394137;128,5992
7,394137;7,394137;128,7992
7,394137;7,394137;128,7992
7,394137;7,394137;128,9992
7,394137;7,394137;128,9992
7,394137;7,394137;129,1992
7,394137;7,394137;129,1992
7,394138;7,394138;129,3992
7,394138;7,394138;129,3992
7,394136;7,394136;129,5992
7,394136;7,394136;129,5992
7,394136;7,394136;129,7992
7,394136;7,394136;129,7992
7,394137;7,394137;129,9992
7,394137;7,394137;129,9992
7,394137;7,394137;130,1992
7,394137;7,394137;130,1992
7,394137;7,394137;130,3992
7,394137;7,394137;130,3992
7,394136;7,394136;130,5992
7,394136;7,394136;130,5992
7,394136;7,394136;130,7991
7,394136;7,394136;130,7991
7,394137;7,394137;130,9991
7,394137;7,394137;130,9991
7,394136;7,394136;131,1991
7,394136;7,394136;131,1991
7,394137;7,394137;131,3991
7,394137;7,394137;131,3991
7,394136;7,394136;131,5991
7,394136;7,394136;131,5991
7,394136;7,394136;131,7991
7,394136;7,394136;131,7991
7,394137;7,394137;131,9991
7,394137;7,394137;131,9991
7,394137;7,394137;132,1991
7,394137;7,394137;132,1991
7,394135;7,394135;132,3991
7,394135;7,394135;132,3991
7,394136;7,394136;132,5991
7,394136;7,394136;132,5991
7,394136;7,394136;132,7991
7,394136;7,394136;132,7991
7,394136;7,394136;132,9991
7,394136;7,394136;132,9991
7,394136;7,394136;133,1991
7,394136;7,394136;133,1991
7,394136;7,394136;133,3991
7,394136;7,394136;133,3991
7,394137;7,394137;133,5991
7,394137;7,394137;133,5991
7,394136;7,394136;133,7991
7,394136;7,394136;133,7991
7,394137;7,394137;133,9991
7,394137;7,394137;133,9991
7,394137;7,394137;134,1991
7,394137;7,394137;134,1991
7,394136;7,394136;134,3991
7,394136;7,394136;134,3991
7,394137;7,394137;134,5991
7,394137;7,394137;134,5991
7,394137;7,394137;134,7991
7,394137;7,394137;134,7991
7,394137;7,394137;134,9991
7,394137;7,394137;134,9991
7,394136;7,394136;135,1991
7,394136;7,394136;135,1991
7,394136;7,394136;135,3991
7,394136;7,394136;135,3991
7,394136;7,394136;135,5991
7,394136;7,394136;135,5991
7,394136;7,394136;135,7991
7,394136;7,394136;135,7991
7,394137;7,394137;135,9991
7,394137;7,394137;135,9991
7,394136;7,394136;136,1991
7,394136;7,394136;136,1991
7,394137;7,394137;136,3991
7,394137;7,394137;136,3991
7,394137;7,394137;136,5991
7,394137;7,394137;136,5991
7,394137;7,394137;136,7991
7,394137;7,394137;136,7991
7,394137;7,394137;136,9991
7,394137;7,394137;136,9991
7,394136;7,394136;137,1991
7,394136;7,394136;137,1991
7,394136;7,394136;137,399
7,394136;7,394136;137,399
7,394137;7,394137;137,599
7,394137;7,394137;137,599
7,394136;7,394136;137,799
7,394136;7,394136;137,799
7,394136;7,394136;137,999
7,394136;7,394136;137,999
7,394137;7,394137;138,199
7,394137;7,394137;138,199
7,394137;7,394137;138,399
7,394137;7,394137;138,399
7,394137;7,394137;138,599
7,394137;7,394137;138,599
7,394136;7,394136;138,799
7,394136;7,394136;138,799
7,394137;7,394137;138,999
7,394137;7,394137;138,999
7,394136;7,394136;139,199
7,394136;7,394136;139,199
7,394136;7,394136;139,399
7,394136;7,394136;139,399
7,394136;7,394136;139,599
7,394136;7,394136;139,599
7,394136;7,394136;139,799
7,394136;7,394136;139,799
7,394136;7,394136;139,999
7,394136;7,394136;139,999
7,394137;7,394137;140,199
7,394137;7,394137;140,199
7,394137;7,394137;140,399
7,394137;7,394137;140,399
7,394136;7,394136;140,599
7,394136;7,394136;140,599
7,394138;7,394138;140,799
7,394138;7,394138;140,799
7,394136;7,394136;140,999
7,394136;7,394136;140,999
7,394136;7,394136;141,199
7,394136;7,394136;141,199
7,394136;7,394136;141,399
7,394136;7,394136;141,399
7,394137;7,394137;141,599
7,394137;7,394137;141,599
7,394137;7,394137;141,799
7,394137;7,394137;141,799
7,394137;7,394137;141,999
7,394137;7,394137;141,999
7,394137;7,394137;142,199
7,394137;7,394137;142,199
7,394136;7,394136;142,399
7,394136;7,394136;142,399
7,394136;7,394136;142,599
7,394136;7,394136;142,599
7,394136;7,394136;142,799
7,394136;7,394136;142,799
7,394137;7,394137;142,999
7,394137;7,394137;142,999
7,394137;7,394137;143,199
7,394137;7,394137;143,199
7,394136;7,394136;143,399
7,394136;7,394136;143,399
7,394136;7,394136;143,599
7,394136;7,394136;143,599
7,394137;7,394137;143,799
7,394137;7,394137;143,799
7,394136;7,394136;143,9989
7,394136;7,394136;143,9989
7,394136;7,394136;144,1989
7,394136;7,394136;144,1989
7,394137;7,394137;144,3989
7,394137;7,394137;144,3989
7,394137;7,394137;144,5989
7,394137;7,394137;144,5989
7,394136;7,394136;144,7989
7,394136;7,394136;144,7989
7,394136;7,394136;144,9989
7,394136;7,394136;144,9989
7,394136;7,394136;145,1989
7,394136;7,394136;145,1989
7,394137;7,394137;145,3989
7,394137;7,394137;145,3989
7,394137;7,394137;145,5989
7,394137;7,394137;145,5989
7,394136;7,394136;145,7989
7,394136;7,394136;145,7989
7,394136;7,394136;145,9989
7,394136;7,394136;145,9989
7,394137;7,394137;146,1989
7,394137;7,394137;146,1989
7,394137;7,394137;146,3989
7,394137;7,394137;146,3989
7,394137;7,394137;146,5989
7,394137;7,394137;146,5989
7,394137;7,394137;146,7989
7,394137;7,394137;146,7989
7,394136;7,394136;146,9989
7,394136;7,394136;146,9989
7,394136;7,394136;147,1989
7,394136;7,394136;147,1989
7,394137;7,394137;147,3989
7,394137;7,394137;147,3989
7,394137;7,394137;147,5989
7,394137;7,394137;147,5989
7,394136;7,394136;147,7989
7,394136;7,394136;147,7989
7,394136;7,394136;147,9989
7,394136;7,394136;147,9989
7,394137;7,394137;148,1989
7,394137;7,394137;148,1989
7,394137;7,394137;148,3989
7,394137;7,394137;148,3989
7,394137;7,394137;148,5989
7,394137;7,394137;148,5989
7,394136;7,394136;148,7989
7,394136;7,394136;148,7989
7,394137;7,394137;148,9989
7,394137;7,394137;148,9989
7,394137;7,394137;149,1989
7,394137;7,394137;149,1989
7,394136;7,394136;149,3989
7,394136;7,394136;149,3989
7,394137;7,394137;149,5989
7,394137;7,394137;149,5989
7,394137;7,394137;149,7989
7,394137;7,394137;149,7989
7,394137;7,394137;149,9989
7,394137;7,394137;149,9989
7,394137;7,394137;150,1989
7,394137;7,394137;150,1989
7,394137;7,394137;150,3988
7,394137;7,394137;150,3988
7,394137;7,394137;150,5988
7,394137;7,394137;150,5988
7,394136;7,394136;150,7988
7,394136;7,394136;150,7988
7,394137;7,394137;150,9988
7,394137;7,394137;150,9988
7,394137;7,394137;151,1988
7,394137;7,394137;151,1988
7,394137;7,394137;151,3988
7,394137;7,394137;151,3988
7,394137;7,394137;151,5988
7,394137;7,394137;151,5988
7,394137;7,394137;151,7988
7,394137;7,394137;151,7988
7,394137;7,394137;151,9988
7,394137;7,394137;151,9988
7,394137;7,394137;152,1988
7,394137;7,394137;152,1988
7,394137;7,394137;152,3988
7,394137;7,394137;152,3988
7,394136;7,394136;152,5988
7,394136;7,394136;152,5988
7,394136;7,394136;152,7988
7,394136;7,394136;152,7988
7,394137;7,394137;152,9988
7,394137;7,394137;152,9988
7,394137;7,394137;153,1988
7,394137;7,394137;153,1988
7,394136;7,394136;153,3988
7,394136;7,394136;153,3988
7,394137;7,394137;153,5988
7,394137;7,394137;153,5988
7,394136;7,394136;153,7988
7,394136;7,394136;153,7988
7,394137;7,394137;153,9988
7,394137;7,394137;153,9988
7,394136;7,394136;154,1988
7,394136;7,394136;154,1988
7,394137;7,394137;154,3988
7,394137;7,394137;154,3988
7,394137;7,394137;154,5988
7,394137;7,394137;154,5988
7,394136;7,394136;154,7988
7,394136;7,394136;154,7988
7,394137;7,394137;154,9988
7,394137;7,394137;154,9988
7,394137;7,394137;155,1988
7,394137;7,394137;155,1988
7,394136;7,394136;155,3988
7,394136;7,394136;155,3988
7,394136;7,394136;155,5988
7,394136;7,394136;155,5988
7,394136;7,394136;155,7988
7,394136;7,394136;155,7988
7,394136;7,394136;155,9988
7,394136;7,394136;155,9988
7,394136;7,394136;156,1988
7,394136;7,394136;156,1988
7,394137;7,394137;156,3988
7,394137;7,394137;156,3988
7,394137;7,394137;156,5988
7,394137;7,394137;156,5988
7,394136;7,394136;156,7988
7,394136;7,394136;156,7988
7,394137;7,394137;156,9987
7,394137;7,394137;156,9987
7,394137;7,394137;157,1987
7,394137;7,394137;157,1987
7,394137;7,394137;157,3987
7,394137;7,394137;157,3987
7,394137;7,394137;157,5987
7,394137;7,394137;157,5987
7,394136;7,394136;157,7987
7,394136;7,394136;157,7987
7,394136;7,394136;157,9987
7,394136;7,394136;157,9987
7,394136;7,394136;158,1987
7,394136;7,394136;158,1987
7,394136;7,394136;158,3987
7,394136;7,394136;158,3987
7,394137;7,394137;158,5987
7,394137;7,394137;158,5987
7,394137;7,394137;158,7987
7,394137;7,394137;158,7987
7,394137;7,394137;158,9987
7,394137;7,394137;158,9987
7,394137;7,394137;159,1987
7,394137;7,394137;159,1987
7,394136;7,394136;159,3987
7,394136;7,394136;159,3987
7,394136;7,394136;159,5987
7,394136;7,394136;159,5987
7,394137;7,394137;159,7987
7,394137;7,394137;159,7987
7,394137;7,394137;159,9987
7,394137;7,394137;159,9987
7,394137;7,394137;160,1987
7,394137;7,394137;160,1987
7,394136;7,394136;160,3987
7,394136;7,394136;160,3987
7,394136;7,394136;160,5987
7,394136;7,394136;160,5987
7,394137;7,394137;160,7987
7,394137;7,394137;160,7987
7,394137;7,394137;160,9987
7,394137;7,394137;160,9987
7,394137;7,394137;161,1987
7,394137;7,394137;161,1987
7,394137;7,394137;161,3987
7,394137;7,394137;161,3987
7,394137;7,394137;161,5987
7,394137;7,394137;161,5987
7,394137;7,394137;161,7987
7,394137;7,394137;161,7987
7,394137;7,394137;161,9987
7,394137;7,394137;161,9987
7,394136;7,394136;162,1987
7,394136;7,394136;162,1987
7,394136;7,394136;162,3987
7,394136;7,394136;162,3987
7,394137;7,394137;162,5987
7,394137;7,394137;162,5987
7,394136;7,394136;162,7987
7,394136;7,394136;162,7987
7,394137;7,394137;162,9987
7,394137;7,394137;162,9987
7,394137;7,394137;163,1987
7,394137;7,394137;163,1987
7,394137;7,394137;163,3987
7,394137;7,394137;163,3987
7,394137;7,394137;163,5986
7,394137;7,394137;163,5986
7,394136;7,394136;163,7986
7,394136;7,394136;163,7986
7,394137;7,394137;163,9986
7,394137;7,394137;163,9986
7,394137;7,394137;164,1986
7,394137;7,394137;164,1986
7,394136;7,394136;164,3986
7,394136;7,394136;164,3986
7,394136;7,394136;164,5986
7,394136;7,394136;164,5986
7,394137;7,394137;164,7986
7,394137;7,394137;164,7986
7,394137;7,394137;164,9986
7,394137;7,394137;164,9986
7,394137;7,394137;165,1986
7,394137;7,394137;165,1986
7,394137;7,394137;165,3986
7,394137;7,394137;165,3986
7,394136;7,394136;165,5986
7,394136;7,394136;165,5986
7,394136;7,394136;165,7986
7,394136;7,394136;165,7986
7,394136;7,394136;165,9986
7,394136;7,394136;165,9986
7,394137;7,394137;166,1986
7,394137;7,394137;166,1986
7,394137;7,394137;166,3986
7,394137;7,394137;166,3986
7,394136;7,394136;166,5986
7,394136;7,394136;166,5986
7,394137;7,394137;166,7986
7,394137;7,394137;166,7986
7,394137;7,394137;166,9986
7,394137;7,394137;166,9986
7,394137;7,394137;167,1986
7,394137;7,394137;167,1986
7,394136;7,394136;167,3986
7,394136;7,394136;167,3986
7,394137;7,394137;167,5986
7,394137;7,394137;167,5986
7,394136;7,394136;167,7986
7,394136;7,394136;167,7986
7,394137;7,394137;167,9986
7,394137;7,394137;167,9986
7,394137;7,394137;168,1986
7,394137;7,394137;168,1986
7,394136;7,394136;168,3986
7,394136;7,394136;168,3986
7,394137;7,394137;168,5986
7,394137;7,394137;168,5986
7,394136;7,394136;168,7986
7,394136;7,394136;168,7986
7,394136;7,394136;168,9986
7,394136;7,394136;168,9986
7,394136;7,394136;169,1986
7,394136;7,394136;169,1986
7,394137;7,394137;169,3986
7,394137;7,394137;169,3986
7,394137;7,394137;169,5986
7,394137;7,394137;169,5986
7,394136;7,394136;169,7986
7,394136;7,394136;169,7986
7,394137;7,394137;169,9986
7,394137;7,394137;169,9986
7,394136;7,394136;170,1985
7,394136;7,394136;170,1985
7,394136;7,394136;170,3985
7,394136;7,394136;170,3985
7,394137;7,394137;170,5985
7,394137;7,394137;170,5985
7,394137;7,394137;170,7985
7,394137;7,394137;170,7985
7,394136;7,394136;170,9985
7,394136;7,394136;170,9985
7,394137;7,394137;171,1985
7,394137;7,394137;171,1985
7,394137;7,394137;171,3985
7,394137;7,394137;171,3985
7,394136;7,394136;171,5985
7,394136;7,394136;171,5985
7,394136;7,394136;171,7985
7,394136;7,394136;171,7985
7,394137;7,394137;171,9985
7,394137;7,394137;171,9985
7,394136;7,394136;172,1985
7,394136;7,394136;172,1985
7,394137;7,394137;172,3985
7,394137;7,394137;172,3985
7,394137;7,394137;172,5985
7,394137;7,394137;172,5985
7,394136;7,394136;172,7985
7,394136;7,394136;172,7985
7,394137;7,394137;172,9985
7,394137;7,394137;172,9985
7,394136;7,394136;173,1985
7,394136;7,394136;173,1985
7,394136;7,394136;173,3985
7,394136;7,394136;173,3985
7,394137;7,394137;173,5985
7,394137;7,394137;173,5985
7,394136;7,394136;173,7985
7,394136;7,394136;173,7985
7,394137;7,394137;173,9985
7,394137;7,394137;173,9985
7,394137;7,394137;174,1985
7,394137;7,394137;174,1985
7,394137;7,394137;174,3985
7,394137;7,394137;174,3985
7,394136;7,394136;174,5985
7,394136;7,394136;174,5985
7,394137;7,394137;174,7985
7,394137;7,394137;174,7985
7,394137;7,394137;174,9985
7,394137;7,394137;174,9985
7,394136;7,394136;175,1985
7,394136;7,394136;175,1985
7,394136;7,394136;175,3985
7,394136;7,394136;175,3985
7,394136;7,394136;175,5985
7,394136;7,394136;175,5985
7,394136;7,394136;175,7985
7,394136;7,394136;175,7985
7,394137;7,394137;175,9985
7,394137;7,394137;175,9985
7,394136;7,394136;176,1985
7,394136;7,394136;176,1985
7,394137;7,394137;176,3985
7,394137;7,394137;176,3985
7,394137;7,394137;176,5984
7,394137;7,394137;176,5984
7,394137;7,394137;176,7984
7,394137;7,394137;176,7984
7,394136;7,394136;176,9984
7,394136;7,394136;176,9984
7,394136;7,394136;177,1984
7,394136;7,394136;177,1984
7,394137;7,394137;177,3984
7,394137;7,394137;177,3984
7,394137;7,394137;177,5984
7,394137;7,394137;177,5984
7,394137;7,394137;177,7984
7,394137;7,394137;177,7984
7,394136;7,394136;177,9984
7,394136;7,394136;177,9984
7,394136;7,394136;178,1984
7,394136;7,394136;178,1984
7,394136;7,394136;178,3984
7,394136;7,394136;178,3984
7,394136;7,394136;178,5984
7,394136;7,394136;178,5984
7,394136;7,394136;178,7984
7,394136;7,394136;178,7984
7,394137;7,394137;178,9984
7,394137;7,394137;178,9984
7,394137;7,394137;179,1984
7,394137;7,394137;179,1984
7,394136;7,394136;179,3984
7,394136;7,394136;179,3984
7,394137;7,394137;179,5984
7,394137;7,394137;179,5984
7,394137;7,394137;179,7984
7,394137;7,394137;179,7984
7,394137;7,394137;179,9984
7,394137;7,394137;179,9984
7,394137;7,394137;180,1984
7,394137;7,394137;180,1984
7,394137;7,394137;180,3984
7,394137;7,394137;180,3984
7,394136;7,394136;180,5984
7,394136;7,394136;180,5984
7,394137;7,394137;180,7984
7,394137;7,394137;180,7984
7,394136;7,394136;180,9984
7,394136;7,394136;180,9984
7,394137;7,394137;181,1984
7,394137;7,394137;181,1984
7,394137;7,394137;181,3984
7,394137;7,394137;181,3984
7,394136;7,394136;181,5984
7,394136;7,394136;181,5984
7,394136;7,394136;181,7984
7,394136;7,394136;181,7984
7,394137;7,394137;181,9984
7,394137;7,394137;181,9984
7,394137;7,394137;182,1984
7,394137;7,394137;182,1984
7,394137;7,394137;182,3984
7,394137;7,394137;182,3984
7,394136;7,394136;182,5984
7,394136;7,394136;182,5984
7,394136;7,394136;182,7984
7,394136;7,394136;182,7984
7,394136;7,394136;182,9984
7,394136;7,394136;182,9984
7,394137;7,394137;183,1983
7,394137;7,394137;183,1983
7,394136;7,394136;183,3983
7,394136;7,394136;183,3983
7,394136;7,394136;183,5983
7,394136;7,394136;183,5983
7,394136;7,394136;183,7983
7,394136;7,394136;183,7983
7,394137;7,394137;183,9983
7,394137;7,394137;183,9983
7,394136;7,394136;184,1983
7,394136;7,394136;184,1983
7,394136;7,394136;184,3983
7,394136;7,394136;184,3983
7,394137;7,394137;184,5983
7,394137;7,394137;184,5983
7,394137;7,394137;184,7983
7,394137;7,394137;184,7983
7,394137;7,394137;184,9983
7,394137;7,394137;184,9983
7,394138;7,394138;185,1983
7,394138;7,394138;185,1983
7,394136;7,394136;185,3983
7,394136;7,394136;185,3983
7,394137;7,394137;185,5983
7,394137;7,394137;185,5983
7,394137;7,394137;185,7983
7,394137;7,394137;185,7983
7,394136;7,394136;185,9983
7,394136;7,394136;185,9983
7,394136;7,394136;186,1983
7,394136;7,394136;186,1983
7,394136;7,394136;186,3983
7,394136;7,394136;186,3983
