CustomMotor; HingeJointMotor; Time
CustomMotor; HingeJointMotor; Time
7,394136;7,394136;45,0001
7,394136;7,394136;45,0001
7,394136;7,394136;45,2001
7,394136;7,394136;45,2001
7,394137;7,394137;45,4001
7,394137;7,394137;45,4001
7,394136;7,394136;45,6001
7,394136;7,394136;45,6001
7,394137;7,394137;45,8001
7,394137;7,394137;45,8001
7,394136;7,394136;46,0001
7,394136;7,394136;46,0001
7,394136;7,394136;46,2001
7,394136;7,394136;46,2001
7,394137;7,394137;46,4001
7,394137;7,394137;46,4001
7,394136;7,394136;46,60011
7,394136;7,394136;46,60011
7,394137;7,394137;46,80011
7,394137;7,394137;46,80011
7,394137;7,394137;47,00011
7,394137;7,394137;47,00011
7,394136;7,394136;47,20011
7,394136;7,394136;47,20011
7,394137;7,394137;47,40011
7,394137;7,394137;47,40011
7,394136;7,394136;47,60011
7,394136;7,394136;47,60011
7,394136;7,394136;47,80011
7,394136;7,394136;47,80011
7,394137;7,394137;48,00011
7,394137;7,394137;48,00011
7,394136;7,394136;48,20011
7,394136;7,394136;48,20011
7,394137;7,394137;48,40011
7,394137;7,394137;48,40011
7,394136;7,394136;48,60011
7,394136;7,394136;48,60011
7,394137;7,394137;48,80011
7,394137;7,394137;48,80011
7,394137;7,394137;49,00011
7,394137;7,394137;49,00011
7,394136;7,394136;49,20012
7,394136;7,394136;49,20012
7,394137;7,394137;49,40012
7,394137;7,394137;49,40012
7,394137;7,394137;49,60012
7,394137;7,394137;49,60012
7,394136;7,394136;49,80012
7,394136;7,394136;49,80012
7,394136;7,394136;50,00012
7,394136;7,394136;50,00012
7,394136;7,394136;50,20012
7,394136;7,394136;50,20012
7,394137;7,394137;50,40012
7,394137;7,394137;50,40012
7,394136;7,394136;50,60012
7,394136;7,394136;50,60012
7,394136;7,394136;50,80012
7,394136;7,394136;50,80012
7,394137;7,394137;51,00012
7,394137;7,394137;51,00012
7,394136;7,394136;51,20012
7,394136;7,394136;51,20012
7,394137;7,394137;51,40012
7,394137;7,394137;51,40012
7,394136;7,394136;51,60012
7,394136;7,394136;51,60012
7,394137;7,394137;51,80013
7,394137;7,394137;51,80013
7,394137;7,394137;52,00013
7,394137;7,394137;52,00013
7,394137;7,394137;52,20013
7,394137;7,394137;52,20013
7,394137;7,394137;52,40013
7,394137;7,394137;52,40013
7,394137;7,394137;52,60013
7,394137;7,394137;52,60013
7,394137;7,394137;52,80013
7,394137;7,394137;52,80013
7,394137;7,394137;53,00013
7,394137;7,394137;53,00013
7,394136;7,394136;53,20013
7,394136;7,394136;53,20013
7,394136;7,394136;53,40013
7,394136;7,394136;53,40013
7,394136;7,394136;53,60013
7,394136;7,394136;53,60013
7,394137;7,394137;53,80013
7,394137;7,394137;53,80013
7,394137;7,394137;54,00013
7,394137;7,394137;54,00013
7,394136;7,394136;54,20013
7,394136;7,394136;54,20013
7,394137;7,394137;54,40014
7,394137;7,394137;54,40014
7,394136;7,394136;54,60014
7,394136;7,394136;54,60014
7,394136;7,394136;54,80014
7,394136;7,394136;54,80014
7,394137;7,394137;55,00014
7,394137;7,394137;55,00014
7,394137;7,394137;55,20014
7,394137;7,394137;55,20014
7,394136;7,394136;55,40014
7,394136;7,394136;55,40014
7,394137;7,394137;55,60014
7,394137;7,394137;55,60014
7,394136;7,394136;55,80014
7,394136;7,394136;55,80014
7,394137;7,394137;56,00014
7,394137;7,394137;56,00014
7,394136;7,394136;56,20014
7,394136;7,394136;56,20014
7,394136;7,394136;56,40014
7,394136;7,394136;56,40014
7,394136;7,394136;56,60014
7,394136;7,394136;56,60014
7,394136;7,394136;56,80014
7,394136;7,394136;56,80014
7,394136;7,394136;57,00014
7,394136;7,394136;57,00014
7,394136;7,394136;57,20015
7,394136;7,394136;57,20015
7,394136;7,394136;57,40015
7,394136;7,394136;57,40015
7,394137;7,394137;57,60015
7,394137;7,394137;57,60015
7,394136;7,394136;57,80015
7,394136;7,394136;57,80015
7,394137;7,394137;58,00015
7,394137;7,394137;58,00015
7,394136;7,394136;58,20015
7,394136;7,394136;58,20015
7,394136;7,394136;58,40015
7,394136;7,394136;58,40015
7,394137;7,394137;58,60015
7,394137;7,394137;58,60015
7,394137;7,394137;58,80015
7,394137;7,394137;58,80015
7,394136;7,394136;59,00015
7,394136;7,394136;59,00015
7,394137;7,394137;59,20015
7,394137;7,394137;59,20015
7,394137;7,394137;59,40015
7,394137;7,394137;59,40015
7,394136;7,394136;59,60015
7,394136;7,394136;59,60015
7,394136;7,394136;59,80016
7,394136;7,394136;59,80016
7,394136;7,394136;60,00016
7,394136;7,394136;60,00016
7,394136;7,394136;60,20016
7,394136;7,394136;60,20016
7,394137;7,394137;60,40016
7,394137;7,394137;60,40016
7,394137;7,394137;60,60016
7,394137;7,394137;60,60016
7,394136;7,394136;60,80016
7,394136;7,394136;60,80016
7,394137;7,394137;61,00016
7,394137;7,394137;61,00016
7,394137;7,394137;61,20016
7,394137;7,394137;61,20016
7,394136;7,394136;61,40016
7,394136;7,394136;61,40016
7,394137;7,394137;61,60016
7,394137;7,394137;61,60016
7,394136;7,394136;61,80016
7,394136;7,394136;61,80016
7,394137;7,394137;62,00016
7,394137;7,394137;62,00016
7,394137;7,394137;62,20016
7,394137;7,394137;62,20016
7,394136;7,394136;62,40017
7,394136;7,394136;62,40017
7,394137;7,394137;62,60017
7,394137;7,394137;62,60017
7,394137;7,394137;62,80017
7,394137;7,394137;62,80017
7,394137;7,394137;63,00017
7,394137;7,394137;63,00017
7,394137;7,394137;63,20017
7,394137;7,394137;63,20017
7,394136;7,394136;63,40017
7,394136;7,394136;63,40017
7,394137;7,394137;63,60017
7,394137;7,394137;63,60017
7,394137;7,394137;63,80017
7,394137;7,394137;63,80017
7,394137;7,394137;64,00017
7,394137;7,394137;64,00017
7,394136;7,394136;64,20016
7,394136;7,394136;64,20016
7,394137;7,394137;64,40016
7,394137;7,394137;64,40016
7,394136;7,394136;64,60016
7,394136;7,394136;64,60016
7,394136;7,394136;64,80016
7,394136;7,394136;64,80016
7,394136;7,394136;65,00015
7,394136;7,394136;65,00015
7,394136;7,394136;65,20015
7,394136;7,394136;65,20015
7,394137;7,394137;65,40015
7,394137;7,394137;65,40015
7,394137;7,394137;65,60014
7,394137;7,394137;65,60014
7,394136;7,394136;65,80014
7,394136;7,394136;65,80014
7,394137;7,394137;66,00014
7,394137;7,394137;66,00014
7,394138;7,394138;66,20013
7,394138;7,394138;66,20013
7,394137;7,394137;66,40013
7,394137;7,394137;66,40013
7,394137;7,394137;66,60013
7,394137;7,394137;66,60013
7,394137;7,394137;66,80013
7,394137;7,394137;66,80013
7,394136;7,394136;67,00012
7,394136;7,394136;67,00012
7,394136;7,394136;67,20012
7,394136;7,394136;67,20012
7,394136;7,394136;67,40012
7,394136;7,394136;67,40012
7,394137;7,394137;67,60011
7,394137;7,394137;67,60011
7,394136;7,394136;67,80011
7,394136;7,394136;67,80011
7,394137;7,394137;68,00011
7,394137;7,394137;68,00011
7,394137;7,394137;68,2001
7,394137;7,394137;68,2001
7,394137;7,394137;68,4001
7,394137;7,394137;68,4001
7,394136;7,394136;68,6001
7,394136;7,394136;68,6001
7,394137;7,394137;68,80009
7,394137;7,394137;68,80009
7,394137;7,394137;69,00009
7,394137;7,394137;69,00009
7,394136;7,394136;69,20009
7,394136;7,394136;69,20009
7,394137;7,394137;69,40009
7,394137;7,394137;69,40009
7,394136;7,394136;69,60008
7,394136;7,394136;69,60008
7,394137;7,394137;69,80008
7,394137;7,394137;69,80008
7,394137;7,394137;70,00008
7,394137;7,394137;70,00008
7,394136;7,394136;70,20007
7,394136;7,394136;70,20007
7,394136;7,394136;70,40007
7,394136;7,394136;70,40007
7,394136;7,394136;70,60007
7,394136;7,394136;70,60007
7,394136;7,394136;70,80006
7,394136;7,394136;70,80006
7,394137;7,394137;71,00006
7,394137;7,394137;71,00006
7,394136;7,394136;71,20006
7,394136;7,394136;71,20006
7,394137;7,394137;71,40005
7,394137;7,394137;71,40005
7,394136;7,394136;71,60005
7,394136;7,394136;71,60005
7,394137;7,394137;71,80005
7,394137;7,394137;71,80005
7,394137;7,394137;72,00005
7,394137;7,394137;72,00005
7,394136;7,394136;72,20004
7,394136;7,394136;72,20004
7,394137;7,394137;72,40004
7,394137;7,394137;72,40004
7,394137;7,394137;72,60004
7,394137;7,394137;72,60004
7,394136;7,394136;72,80003
7,394136;7,394136;72,80003
7,394136;7,394136;73,00003
7,394136;7,394136;73,00003
7,394136;7,394136;73,20003
7,394136;7,394136;73,20003
7,394136;7,394136;73,40002
7,394136;7,394136;73,40002
7,394136;7,394136;73,60002
7,394136;7,394136;73,60002
7,394137;7,394137;73,80002
7,394137;7,394137;73,80002
7,394137;7,394137;74,00002
7,394137;7,394137;74,00002
7,394136;7,394136;74,20001
7,394136;7,394136;74,20001
7,394136;7,394136;74,40001
7,394136;7,394136;74,40001
7,394136;7,394136;74,60001
7,394136;7,394136;74,60001
7,394137;7,394137;74,8
7,394137;7,394137;74,8
7,394137;7,394137;75
7,394137;7,394137;75
7,394136;7,394136;75,2
7,394136;7,394136;75,2
7,394136;7,394136;75,39999
7,394136;7,394136;75,39999
7,394136;7,394136;75,59999
7,394136;7,394136;75,59999
7,394137;7,394137;75,79999
7,394137;7,394137;75,79999
7,394137;7,394137;75,99998
7,394137;7,394137;75,99998
7,394136;7,394136;76,19998
7,394136;7,394136;76,19998
7,394137;7,394137;76,39998
7,394137;7,394137;76,39998
7,394138;7,394138;76,59998
7,394138;7,394138;76,59998
7,394137;7,394137;76,79997
7,394137;7,394137;76,79997
7,394137;7,394137;76,99997
7,394137;7,394137;76,99997
7,394136;7,394136;77,19997
7,394136;7,394136;77,19997
7,394137;7,394137;77,39996
7,394137;7,394137;77,39996
7,394137;7,394137;77,59996
7,394137;7,394137;77,59996
7,394137;7,394137;77,79996
7,394137;7,394137;77,79996
7,394137;7,394137;77,99995
7,394137;7,394137;77,99995
7,394137;7,394137;78,19995
7,394137;7,394137;78,19995
7,394137;7,394137;78,39995
7,394137;7,394137;78,39995
7,394136;7,394136;78,59995
7,394136;7,394136;78,59995
7,394137;7,394137;78,79994
7,394137;7,394137;78,79994
7,394136;7,394136;78,99994
7,394136;7,394136;78,99994
7,394137;7,394137;79,19994
7,394137;7,394137;79,19994
7,394136;7,394136;79,39993
7,394136;7,394136;79,39993
7,394136;7,394136;79,59993
7,394136;7,394136;79,59993
7,394137;7,394137;79,79993
7,394137;7,394137;79,79993
7,394136;7,394136;79,99992
7,394136;7,394136;79,99992
7,394137;7,394137;80,19992
7,394137;7,394137;80,19992
7,394136;7,394136;80,39992
7,394136;7,394136;80,39992
7,394137;7,394137;80,59991
7,394137;7,394137;80,59991
7,394136;7,394136;80,79991
7,394136;7,394136;80,79991
7,394137;7,394137;80,99991
7,394137;7,394137;80,99991
7,394138;7,394138;81,19991
7,394138;7,394138;81,19991
7,394136;7,394136;81,3999
7,394136;7,394136;81,3999
7,394136;7,394136;81,5999
7,394136;7,394136;81,5999
7,394137;7,394137;81,7999
7,394137;7,394137;81,7999
7,394136;7,394136;81,99989
7,394136;7,394136;81,99989
7,394137;7,394137;82,19989
7,394137;7,394137;82,19989
7,394136;7,394136;82,39989
7,394136;7,394136;82,39989
7,394137;7,394137;82,59988
7,394137;7,394137;82,59988
7,394136;7,394136;82,79988
7,394136;7,394136;82,79988
7,394137;7,394137;82,99988
7,394137;7,394137;82,99988
7,394138;7,394138;83,19987
7,394138;7,394138;83,19987
7,394136;7,394136;83,39987
7,394136;7,394136;83,39987
7,394137;7,394137;83,59987
7,394137;7,394137;83,59987
7,394137;7,394137;83,79987
7,394137;7,394137;83,79987
7,394137;7,394137;83,99986
7,394137;7,394137;83,99986
7,394137;7,394137;84,19986
7,394137;7,394137;84,19986
7,394136;7,394136;84,39986
7,394136;7,394136;84,39986
7,394136;7,394136;84,59985
7,394136;7,394136;84,59985
7,394137;7,394137;84,79985
7,394137;7,394137;84,79985
7,394136;7,394136;84,99985
7,394136;7,394136;84,99985
7,394137;7,394137;85,19984
7,394137;7,394137;85,19984
7,394137;7,394137;85,39984
7,394137;7,394137;85,39984
7,394136;7,394136;85,59984
7,394136;7,394136;85,59984
7,394136;7,394136;85,79984
7,394136;7,394136;85,79984
7,394137;7,394137;85,99983
7,394137;7,394137;85,99983
7,394137;7,394137;86,19983
7,394137;7,394137;86,19983
7,394137;7,394137;86,39983
7,394137;7,394137;86,39983
7,394136;7,394136;86,59982
7,394136;7,394136;86,59982
7,394137;7,394137;86,79982
7,394137;7,394137;86,79982
7,394136;7,394136;86,99982
7,394136;7,394136;86,99982
7,394136;7,394136;87,19981
7,394136;7,394136;87,19981
7,394136;7,394136;87,39981
7,394136;7,394136;87,39981
7,394137;7,394137;87,59981
7,394137;7,394137;87,59981
7,394137;7,394137;87,7998
7,394137;7,394137;87,7998
7,394136;7,394136;87,9998
7,394136;7,394136;87,9998
7,394137;7,394137;88,1998
7,394137;7,394137;88,1998
7,394136;7,394136;88,3998
7,394136;7,394136;88,3998
7,394136;7,394136;88,59979
7,394136;7,394136;88,59979
7,394137;7,394137;88,79979
7,394137;7,394137;88,79979
7,394136;7,394136;88,99979
7,394136;7,394136;88,99979
7,394137;7,394137;89,19978
7,394137;7,394137;89,19978
7,394137;7,394137;89,39978
7,394137;7,394137;89,39978
7,394137;7,394137;89,59978
7,394137;7,394137;89,59978
7,394136;7,394136;89,79977
7,394136;7,394136;89,79977
7,394137;7,394137;89,99977
7,394137;7,394137;89,99977
7,394136;7,394136;90,19977
7,394136;7,394136;90,19977
7,394136;7,394136;90,39977
7,394136;7,394136;90,39977
7,394136;7,394136;90,59976
7,394136;7,394136;90,59976
7,394136;7,394136;90,79976
7,394136;7,394136;90,79976
7,394136;7,394136;90,99976
7,394136;7,394136;90,99976
7,394137;7,394137;91,19975
7,394137;7,394137;91,19975
7,394136;7,394136;91,39975
7,394136;7,394136;91,39975
7,394137;7,394137;91,59975
7,394137;7,394137;91,59975
7,394136;7,394136;91,79974
7,394136;7,394136;91,79974
7,394136;7,394136;91,99974
7,394136;7,394136;91,99974
7,394136;7,394136;92,19974
7,394136;7,394136;92,19974
7,394136;7,394136;92,39973
7,394136;7,394136;92,39973
7,394136;7,394136;92,59973
7,394136;7,394136;92,59973
7,394137;7,394137;92,79973
7,394137;7,394137;92,79973
7,394137;7,394137;92,99973
